Date,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,2024/11/10,
694.00,-0.03,0.01,0.03,0.08,0.03,0.02,0.02,-0.00,0.01,-0.04,-0.04,0.07,0.02,0.07,0.07,-0.07,0.07,0.02,0.03,-0.10,0.04,-0.04,0.03,-0.04,-0.04,0.06,0.00,0.01,0.02,-0.07,0.05,-0.04,-0.10,-0.01,-0.00,0.01,-0.05,0.01,-0.03,-0.06,0.01,-0.06,-0.05,-0.01,0.01,-0.01,-0.02,-0.03,-0.05,-0.04,-0.05,-0.01,-0.05,0.01,-0.04,-0.04,-0.02,0.02,0.04,-0.03,
695.00,-0.05,0.00,0.01,0.10,0.05,0.02,-0.04,0.01,0.02,-0.01,-0.03,0.06,0.03,0.03,0.06,-0.04,0.09,0.03,0.04,-0.08,0.01,-0.03,0.02,-0.03,-0.04,0.05,0.01,-0.00,0.01,-0.07,0.04,-0.05,-0.08,0.00,-0.03,0.02,-0.04,-0.00,-0.04,-0.07,0.01,-0.04,-0.02,-0.01,0.05,-0.00,-0.02,-0.03,-0.01,-0.07,-0.01,0.03,0.03,0.02,-0.06,-0.05,0.00,0.04,0.05,-0.02,
696.00,-0.06,0.00,0.01,0.06,0.03,-0.01,-0.03,-0.01,0.02,-0.02,-0.02,0.05,-0.01,-0.01,0.05,-0.03,0.06,0.05,0.03,-0.11,0.02,-0.02,0.01,-0.06,-0.01,0.04,-0.01,0.00,-0.01,-0.04,0.03,0.00,-0.06,0.01,-0.02,0.01,-0.04,-0.00,-0.00,-0.05,0.02,-0.04,-0.01,-0.03,0.05,0.03,-0.03,-0.02,-0.05,-0.09,-0.00,0.07,0.07,0.01,-0.06,-0.05,0.05,0.01,0.08,-0.02,
697.00,-0.01,-0.02,0.00,0.04,0.01,-0.00,-0.03,-0.02,0.00,-0.02,-0.01,0.03,-0.01,-0.04,0.02,-0.04,0.06,0.01,0.02,-0.10,-0.01,-0.03,0.02,-0.04,0.02,0.02,-0.01,0.00,-0.03,0.01,-0.02,0.01,-0.07,0.01,-0.04,-0.02,-0.06,0.01,-0.03,-0.05,0.05,-0.05,0.00,-0.02,0.07,0.04,-0.00,-0.01,-0.04,-0.09,0.01,0.08,0.04,0.03,-0.06,-0.03,0.02,0.04,0.05,0.00,
698.00,-0.02,0.02,0.04,0.01,-0.02,-0.02,-0.02,-0.01,0.00,0.01,-0.05,-0.04,-0.04,-0.02,-0.05,-0.04,0.01,-0.01,-0.02,-0.08,-0.02,-0.06,0.02,-0.05,0.01,-0.02,-0.02,0.02,-0.04,0.01,-0.08,0.02,-0.09,0.01,-0.02,-0.01,-0.02,0.02,0.02,0.00,0.03,-0.09,-0.03,-0.03,0.06,0.06,0.01,-0.01,-0.06,-0.06,0.04,0.10,0.08,0.06,-0.08,-0.01,-0.03,0.01,0.04,0.02,
699.00,-0.02,0.00,0.02,0.03,-0.00,-0.02,-0.04,-0.03,-0.02,0.03,-0.06,-0.03,-0.02,-0.07,-0.03,-0.03,0.03,-0.01,-0.02,-0.08,-0.07,-0.03,0.06,-0.02,0.02,-0.03,-0.02,-0.04,-0.05,0.02,-0.06,-0.01,-0.08,0.01,-0.04,-0.02,0.03,0.01,-0.02,0.04,0.01,-0.03,-0.03,-0.03,0.02,0.06,0.01,-0.00,-0.04,-0.01,0.07,0.10,0.06,0.03,-0.07,0.01,-0.01,-0.02,0.04,0.02,
700.00,-0.02,0.01,0.03,0.04,0.02,-0.01,0.05,-0.06,-0.01,0.02,-0.07,-0.02,-0.03,-0.07,-0.08,0.01,0.04,-0.06,-0.02,-0.05,-0.06,-0.04,0.02,-0.03,0.03,-0.01,-0.01,-0.03,-0.03,0.01,-0.07,0.01,-0.06,-0.02,0.02,0.03,0.00,0.02,-0.03,0.05,0.03,-0.02,-0.04,-0.03,0.04,0.05,0.02,0.03,-0.06,0.02,0.06,0.09,0.05,0.02,-0.05,0.05,-0.04,-0.02,0.02,0.04,
701.00,-0.04,0.04,0.05,0.03,0.03,-0.01,-0.00,-0.03,-0.01,0.03,-0.06,0.00,-0.05,-0.06,-0.09,0.02,0.07,-0.08,-0.01,-0.02,-0.07,-0.07,-0.01,-0.02,-0.02,0.00,0.03,-0.04,0.03,-0.01,-0.10,-0.01,-0.04,-0.01,0.04,0.04,-0.01,0.01,-0.04,0.10,-0.00,-0.01,-0.02,-0.02,-0.01,0.01,-0.01,0.04,-0.06,0.08,0.06,0.04,0.07,0.01,-0.03,0.09,-0.04,-0.04,0.05,0.06,
702.00,-0.04,0.03,0.04,0.01,0.07,-0.02,-0.01,-0.07,-0.04,0.03,-0.05,0.02,-0.06,-0.07,-0.06,0.02,0.05,-0.10,0.01,0.01,-0.06,-0.07,0.02,-0.03,0.00,0.03,0.02,-0.09,0.04,-0.04,-0.11,0.01,-0.02,-0.00,0.08,0.02,-0.00,-0.03,-0.01,0.12,-0.03,0.02,-0.04,-0.05,-0.04,0.00,0.02,0.06,-0.06,0.08,0.06,0.02,0.04,-0.00,-0.04,0.05,-0.03,-0.04,0.06,0.01,
703.00,-0.05,0.03,0.01,0.09,0.07,0.04,0.01,0.02,-0.04,0.01,-0.01,0.06,-0.04,-0.06,-0.03,0.03,0.06,-0.10,0.05,0.09,-0.03,-0.08,0.04,-0.06,0.03,0.04,0.02,-0.06,0.06,-0.05,-0.08,-0.07,-0.04,0.00,0.09,-0.01,-0.01,-0.06,-0.00,0.08,-0.02,0.09,-0.04,-0.05,-0.00,0.01,0.02,0.11,-0.04,0.07,0.02,-0.04,0.03,0.01,-0.03,0.00,-0.04,0.00,0.02,-0.01,
704.00,-0.03,0.00,0.01,0.08,0.05,0.05,-0.00,0.02,-0.02,0.02,0.05,0.08,-0.03,-0.03,-0.07,0.04,0.07,-0.12,0.06,0.12,-0.00,-0.07,0.04,-0.04,0.04,0.02,0.01,-0.07,0.07,-0.02,-0.09,-0.06,-0.03,0.02,0.11,0.04,-0.01,-0.05,-0.04,0.02,-0.02,0.09,-0.05,-0.05,0.05,-0.01,0.07,0.06,-0.05,0.05,0.04,-0.02,0.05,0.04,-0.05,-0.01,0.01,0.04,-0.02,0.00,
705.00,0.03,-0.01,-0.02,0.06,0.04,0.02,0.02,0.03,-0.07,0.01,0.04,0.07,-0.03,0.01,-0.06,0.04,0.04,-0.11,0.05,0.09,-0.03,-0.07,0.02,-0.01,0.04,-0.01,-0.06,-0.05,0.05,-0.03,-0.05,-0.06,-0.01,0.03,0.12,-0.04,-0.00,-0.07,-0.01,-0.02,0.00,0.10,-0.04,-0.06,0.02,0.05,0.05,0.06,-0.04,0.03,0.04,-0.04,0.01,0.01,0.01,-0.03,0.03,-0.02,0.01,-0.02,
706.00,0.06,-0.01,-0.04,0.07,0.01,0.01,-0.03,-0.01,-0.11,-0.02,0.03,-0.01,-0.01,0.07,-0.04,0.02,0.03,-0.10,0.05,0.06,-0.02,-0.09,0.04,-0.00,0.06,-0.02,-0.05,0.01,0.00,-0.02,-0.04,-0.07,-0.02,0.03,0.13,-0.03,-0.05,-0.04,-0.03,0.01,0.05,0.05,-0.06,-0.09,0.03,0.05,0.10,0.04,-0.02,-0.04,0.05,0.01,-0.03,0.06,-0.03,-0.03,0.03,0.00,-0.05,-0.02,
707.00,0.02,0.01,-0.02,0.08,-0.06,-0.00,-0.04,-0.00,-0.17,-0.05,-0.01,-0.06,-0.03,0.05,-0.03,-0.03,0.00,-0.13,0.05,0.00,-0.00,-0.12,0.03,-0.02,0.06,-0.00,-0.06,0.04,-0.03,-0.01,-0.03,-0.05,-0.02,0.00,0.12,-0.01,-0.03,0.00,0.01,-0.00,0.05,-0.01,-0.04,-0.11,0.03,-0.00,0.10,-0.01,-0.00,-0.01,0.03,-0.00,-0.03,0.03,-0.02,-0.04,0.05,-0.04,-0.08,0.00,
708.00,0.04,-0.01,-0.05,0.06,-0.07,0.01,-0.04,-0.05,-0.16,-0.08,-0.06,-0.07,0.01,0.05,-0.05,-0.05,-0.02,-0.12,0.03,0.02,-0.04,-0.12,0.01,-0.00,0.07,-0.02,0.02,0.04,-0.07,-0.04,0.03,-0.06,0.01,-0.00,0.09,-0.03,0.00,0.02,-0.00,0.01,0.02,-0.01,-0.01,-0.09,-0.05,-0.05,0.09,-0.10,0.01,-0.02,0.01,0.02,-0.06,-0.01,0.04,-0.05,0.04,-0.08,-0.07,0.04,
709.00,0.03,0.02,-0.05,0.01,-0.04,0.07,-0.01,-0.03,-0.14,-0.09,-0.06,-0.12,-0.05,0.02,-0.06,0.00,0.00,-0.11,0.03,0.05,-0.00,-0.12,-0.06,-0.01,0.05,-0.03,0.05,0.04,-0.06,-0.07,0.06,-0.05,0.02,-0.03,0.07,-0.08,-0.00,-0.04,-0.01,0.01,0.04,-0.03,0.05,-0.10,-0.07,-0.09,0.04,-0.07,0.03,-0.04,-0.08,0.06,-0.07,-0.05,0.09,-0.04,-0.01,-0.07,-0.06,0.05,
710.00,-0.03,-0.03,-0.03,-0.05,-0.08,0.04,-0.07,-0.07,-0.07,-0.05,-0.02,-0.14,-0.07,-0.03,-0.03,-0.02,0.04,-0.01,0.03,0.07,0.01,-0.08,-0.07,-0.04,0.05,0.00,0.11,0.01,0.02,-0.05,0.02,-0.01,0.04,-0.06,0.03,-0.06,0.02,-0.06,0.01,0.08,0.02,-0.05,0.03,-0.10,-0.05,-0.12,-0.01,-0.09,-0.00,0.01,-0.06,0.06,-0.05,-0.05,-0.01,-0.01,-0.05,-0.10,-0.06,0.05,
711.00,-0.01,-0.02,-0.00,-0.07,-0.10,0.12,-0.02,-0.07,-0.03,-0.10,-0.05,-0.10,-0.08,-0.04,-0.03,-0.02,-0.01,-0.07,0.01,0.10,-0.02,-0.04,-0.06,-0.03,0.04,0.03,0.07,0.00,0.06,-0.04,0.06,-0.00,0.04,-0.11,0.07,-0.03,0.02,-0.11,0.04,0.04,0.02,-0.04,-0.00,-0.06,-0.01,-0.11,-0.01,-0.11,-0.01,0.04,-0.10,0.01,-0.05,-0.01,0.02,-0.05,-0.08,-0.08,-0.08,0.04,
712.00,-0.03,0.04,0.02,-0.06,-0.05,0.13,0.02,-0.02,-0.03,-0.07,-0.05,-0.08,-0.05,-0.08,-0.04,-0.03,0.04,0.01,0.01,0.12,0.00,-0.04,-0.11,-0.01,0.05,0.05,0.03,-0.05,0.11,-0.07,0.08,-0.02,0.03,-0.11,0.08,-0.02,0.07,-0.14,-0.00,0.04,0.04,-0.01,-0.04,-0.02,0.02,-0.03,-0.03,-0.07,-0.00,0.02,-0.02,0.01,-0.02,0.03,-0.03,-0.04,-0.11,-0.03,-0.08,0.04,
713.00,-0.05,0.07,0.03,-0.07,0.02,0.10,0.05,-0.02,-0.02,-0.04,0.04,-0.08,-0.03,-0.10,-0.04,-0.10,0.08,0.00,-0.01,0.09,0.04,0.02,-0.10,-0.02,0.03,0.03,-0.03,-0.11,0.13,-0.00,0.06,0.02,0.02,-0.12,0.04,0.04,0.04,-0.13,0.05,-0.01,0.06,-0.04,-0.01,-0.02,0.03,-0.00,-0.04,-0.07,0.02,0.01,-0.03,0.01,-0.02,0.02,-0.10,-0.04,-0.04,-0.07,-0.08,0.02,
714.00,-0.01,-0.01,0.09,-0.08,-0.01,0.05,0.06,-0.04,-0.01,-0.07,0.09,-0.10,0.05,-0.08,-0.03,-0.14,0.07,0.00,-0.03,0.04,0.00,0.03,-0.09,-0.00,0.07,0.04,0.00,-0.10,0.07,-0.00,0.03,0.06,0.01,-0.15,0.06,0.10,-0.02,-0.02,0.05,0.01,0.06,-0.00,0.02,0.03,0.04,0.01,-0.02,-0.06,0.02,0.03,0.04,-0.02,-0.05,0.03,-0.08,-0.03,-0.00,-0.06,-0.05,0.01,
715.00,-0.01,0.06,0.08,-0.11,0.03,0.03,0.05,0.00,-0.06,-0.12,0.08,-0.12,0.02,-0.03,-0.08,-0.16,0.05,0.01,-0.06,-0.00,0.06,0.01,-0.05,-0.05,-0.00,0.00,0.02,-0.02,0.01,-0.01,0.02,0.06,-0.03,-0.06,0.09,0.08,-0.09,0.00,0.08,-0.01,0.05,-0.02,0.00,0.06,-0.00,0.02,0.07,-0.01,0.08,0.03,0.01,-0.05,-0.04,0.03,-0.05,-0.03,-0.03,-0.03,-0.07,-0.01,
716.00,-0.01,0.01,0.04,-0.07,0.07,-0.04,0.06,0.01,-0.11,-0.08,0.05,-0.07,0.07,-0.03,-0.02,-0.18,0.06,0.01,-0.09,-0.04,0.07,0.04,-0.02,-0.07,0.02,0.02,0.00,-0.07,-0.03,0.02,-0.03,0.04,-0.05,0.00,0.01,-0.01,-0.06,0.07,0.08,-0.04,-0.01,0.02,-0.02,0.02,-0.01,0.01,0.05,0.04,0.07,0.02,0.07,-0.06,-0.07,0.01,-0.02,-0.05,0.00,-0.04,-0.07,-0.07,
717.00,0.05,-0.03,-0.03,-0.02,0.04,-0.08,0.08,0.02,-0.06,-0.09,0.05,-0.06,0.01,0.04,-0.08,-0.10,-0.01,-0.02,-0.08,-0.01,0.01,0.07,-0.02,-0.02,-0.01,-0.05,0.02,-0.03,-0.07,0.07,-0.02,-0.01,-0.02,0.08,-0.01,-0.01,-0.09,0.08,0.07,-0.04,0.02,0.06,-0.02,0.05,-0.03,0.04,0.06,0.08,0.05,0.02,-0.01,-0.04,-0.11,-0.02,0.07,-0.01,0.06,-0.09,-0.00,-0.07,
718.00,0.08,-0.05,0.01,-0.04,-0.00,-0.06,0.04,0.02,-0.04,-0.10,0.03,-0.03,-0.02,0.05,-0.04,0.01,-0.01,0.03,-0.04,0.02,-0.00,0.04,-0.03,0.02,-0.08,-0.07,0.04,0.06,-0.07,0.08,-0.04,-0.03,0.05,0.09,0.00,-0.02,-0.10,0.04,-0.02,-0.04,-0.00,0.02,0.02,0.06,-0.00,0.02,0.02,0.12,0.04,0.02,-0.03,-0.07,-0.04,0.00,0.14,0.07,0.04,-0.02,0.04,-0.10,
719.00,0.07,-0.02,-0.04,-0.06,-0.00,-0.15,0.01,-0.06,-0.12,-0.08,0.00,0.02,-0.08,0.02,0.03,0.01,-0.02,0.08,0.01,-0.05,-0.02,0.01,-0.04,0.02,-0.05,-0.08,-0.03,0.02,-0.03,0.06,-0.10,0.00,0.06,0.13,0.03,0.00,-0.10,-0.04,0.03,-0.01,-0.02,-0.04,-0.06,0.04,0.01,0.04,0.04,0.04,0.01,0.05,-0.03,-0.04,-0.03,0.01,0.06,0.11,0.01,-0.01,0.05,-0.08,
720.00,0.05,0.02,-0.04,0.06,-0.06,-0.10,0.05,-0.03,-0.17,-0.04,0.00,0.08,-0.02,0.08,0.09,0.01,-0.08,0.02,0.11,0.00,-0.05,-0.02,-0.03,0.02,-0.05,-0.05,0.03,0.02,-0.06,0.03,-0.11,-0.06,0.04,-0.01,-0.01,-0.04,-0.09,-0.00,0.00,0.00,0.05,-0.07,-0.01,0.03,0.00,0.08,-0.01,-0.01,-0.02,-0.01,-0.04,-0.02,-0.05,0.05,0.07,0.10,0.01,0.03,-0.00,-0.05,
721.00,-0.01,0.05,-0.03,0.02,-0.12,-0.09,0.04,-0.01,-0.18,0.03,0.06,0.06,-0.02,0.09,0.05,0.00,-0.04,0.08,0.16,0.01,-0.08,-0.04,-0.06,0.03,-0.03,-0.05,0.03,0.00,-0.03,0.03,-0.06,-0.07,0.07,-0.01,-0.02,0.02,-0.03,-0.02,-0.01,0.02,0.07,-0.08,0.04,0.05,0.01,0.06,-0.01,-0.03,0.01,0.01,-0.09,0.03,0.03,0.02,0.01,0.08,-0.03,0.10,0.01,0.06,
722.00,-0.09,0.01,0.01,0.03,-0.13,-0.06,0.02,-0.01,-0.13,0.04,0.10,0.07,0.04,0.06,0.03,-0.01,0.09,0.10,0.20,0.01,-0.08,-0.03,-0.10,0.02,0.00,-0.01,0.05,0.01,-0.04,-0.04,-0.06,-0.03,0.11,-0.08,-0.02,-0.01,-0.03,0.01,0.04,0.06,0.00,-0.10,-0.02,0.03,-0.05,0.01,-0.07,-0.04,0.01,-0.01,-0.10,0.05,0.05,0.01,-0.03,0.05,-0.02,0.06,0.00,0.10,
723.00,-0.03,-0.01,-0.01,0.06,-0.11,-0.11,-0.05,0.01,-0.16,0.02,0.12,0.07,0.08,0.10,-0.01,0.01,0.14,0.07,0.14,-0.02,-0.07,-0.05,-0.12,-0.03,0.09,0.06,0.06,0.04,-0.03,-0.07,-0.05,-0.03,0.05,-0.13,0.00,-0.01,-0.11,0.05,0.06,0.04,-0.04,-0.07,-0.02,0.04,-0.05,0.01,0.00,-0.02,0.01,-0.06,-0.04,0.08,0.03,0.01,-0.09,0.02,-0.03,0.06,-0.03,0.16,
724.00,-0.11,0.01,0.01,0.03,-0.04,-0.10,-0.05,0.05,-0.15,-0.02,0.06,0.06,0.04,0.04,-0.02,-0.04,0.12,0.08,0.08,-0.00,-0.03,-0.11,-0.09,-0.07,0.05,0.16,0.08,0.12,0.01,-0.05,-0.03,-0.06,0.03,-0.10,0.00,-0.05,-0.08,0.08,0.06,0.00,-0.05,-0.09,-0.04,0.05,-0.03,-0.02,-0.01,0.06,0.05,-0.07,-0.03,0.02,0.04,-0.02,-0.04,-0.04,-0.03,0.06,-0.04,0.14,
725.00,-0.09,-0.06,0.02,0.05,0.05,-0.09,-0.07,0.04,-0.10,-0.04,0.02,0.10,0.06,0.01,-0.00,-0.07,0.16,0.01,0.02,0.01,-0.01,-0.09,-0.00,-0.10,0.05,0.16,0.01,0.05,-0.00,-0.02,0.02,-0.02,0.02,-0.05,-0.05,-0.03,-0.05,0.06,-0.02,-0.04,-0.15,-0.02,-0.04,0.07,-0.09,-0.08,-0.00,0.06,0.11,-0.06,0.02,-0.06,-0.03,0.00,-0.10,-0.10,0.02,0.04,-0.01,0.09,
726.00,-0.01,-0.04,-0.01,0.05,0.11,-0.08,-0.02,0.02,-0.04,-0.05,0.03,0.06,-0.02,-0.03,-0.06,0.01,0.14,-0.02,-0.03,0.09,0.04,-0.07,-0.02,-0.09,-0.00,0.14,-0.01,0.09,-0.00,-0.04,0.08,0.02,-0.01,-0.06,-0.05,-0.03,-0.12,-0.02,-0.04,-0.14,-0.12,-0.04,-0.03,0.10,-0.04,-0.03,-0.05,0.02,0.15,-0.06,0.03,0.02,-0.10,-0.02,-0.03,-0.09,0.10,0.01,0.05,0.02,
727.00,0.02,-0.04,-0.01,0.01,0.13,-0.05,-0.02,0.01,-0.05,-0.02,0.02,0.04,-0.07,0.02,-0.09,0.04,0.02,-0.02,-0.09,0.05,0.08,-0.08,0.01,-0.02,-0.02,0.10,-0.05,0.10,0.07,0.02,0.05,0.06,0.02,-0.03,-0.04,-0.02,-0.14,0.04,-0.04,-0.13,-0.13,-0.07,0.06,0.13,-0.01,0.04,-0.03,-0.04,0.13,0.01,0.06,0.02,-0.11,0.02,0.01,-0.04,0.06,0.02,0.04,-0.05,
728.00,-0.03,-0.03,-0.02,-0.03,0.13,-0.01,0.03,-0.02,-0.07,-0.02,0.00,0.01,-0.13,0.00,-0.03,0.04,-0.03,-0.06,-0.05,0.04,0.07,-0.04,0.06,-0.03,-0.02,0.09,-0.11,0.09,0.04,0.05,0.02,0.14,-0.02,0.01,-0.04,-0.02,-0.11,0.02,-0.02,-0.05,-0.09,-0.07,-0.03,0.07,-0.05,0.02,-0.03,-0.09,0.07,0.03,0.06,0.01,-0.13,0.02,-0.03,-0.05,0.03,0.03,0.03,-0.07,
729.00,-0.01,0.02,-0.04,0.05,0.09,0.04,0.02,0.00,-0.09,-0.00,-0.05,-0.02,-0.12,0.04,-0.00,0.08,-0.05,-0.06,-0.01,0.04,0.05,-0.01,0.06,-0.00,-0.02,0.03,-0.10,0.05,-0.01,0.01,0.08,0.09,-0.02,-0.02,-0.06,-0.01,-0.09,0.05,-0.07,-0.00,-0.04,-0.04,-0.02,0.08,-0.09,0.08,-0.02,-0.12,0.02,0.01,0.02,0.02,-0.10,0.02,-0.07,-0.04,0.01,0.07,0.01,-0.05,
730.00,-0.02,0.06,-0.03,0.02,0.05,0.07,0.03,0.02,-0.06,-0.05,-0.01,-0.05,-0.12,0.01,0.02,0.10,-0.03,0.04,-0.03,-0.00,0.03,0.06,-0.01,0.02,-0.01,0.00,-0.12,0.05,-0.01,0.02,0.03,0.07,0.01,0.00,-0.05,-0.01,-0.09,0.09,0.01,-0.04,0.00,-0.05,0.04,0.08,-0.06,0.07,0.05,-0.14,-0.02,-0.03,-0.00,0.07,-0.08,0.02,-0.06,-0.01,0.01,0.09,-0.01,-0.02,
731.00,-0.02,0.04,0.02,0.02,0.02,0.02,0.01,-0.02,-0.05,-0.06,0.04,-0.05,-0.05,0.03,0.06,0.09,0.00,0.11,0.01,-0.05,-0.02,0.05,0.00,-0.00,0.03,0.04,-0.09,0.01,-0.01,-0.04,0.00,0.06,0.07,-0.02,-0.03,0.04,-0.07,0.13,0.05,0.08,0.04,-0.05,-0.03,0.02,-0.05,0.12,0.09,-0.07,-0.05,-0.05,0.00,-0.01,-0.07,0.02,-0.08,0.01,-0.03,0.05,-0.02,0.03,
732.00,-0.04,0.04,0.02,0.01,0.02,-0.01,-0.01,-0.02,-0.03,-0.09,0.01,-0.04,-0.03,0.03,0.10,0.07,0.01,0.12,0.07,-0.07,-0.05,0.06,0.03,-0.05,0.02,0.08,-0.02,0.02,-0.06,-0.10,-0.02,0.02,0.02,-0.04,0.01,0.03,-0.09,0.09,0.03,0.09,0.10,-0.09,-0.03,-0.02,-0.01,0.10,0.14,-0.05,-0.03,-0.12,-0.01,-0.07,0.01,0.01,-0.16,0.05,-0.03,0.08,-0.06,0.02,
733.00,-0.05,0.09,0.02,-0.01,-0.01,0.00,-0.03,0.01,-0.02,-0.09,-0.04,-0.02,0.02,0.03,0.08,0.02,0.02,0.13,0.07,-0.05,-0.02,0.00,0.08,-0.05,-0.01,0.09,-0.00,-0.03,-0.06,-0.15,-0.01,-0.01,0.03,-0.04,0.02,-0.01,-0.00,0.07,0.10,0.00,0.12,-0.08,-0.03,-0.02,0.04,0.10,0.17,0.02,-0.02,-0.10,0.03,-0.13,0.03,-0.01,-0.14,0.04,0.01,0.01,-0.09,0.02,
734.00,-0.00,0.08,-0.02,0.07,0.00,0.04,0.04,0.08,0.04,-0.12,-0.01,0.00,0.03,0.04,0.04,0.03,0.02,0.09,0.12,0.03,0.01,0.04,0.07,-0.07,-0.04,0.08,0.00,-0.00,-0.04,-0.17,-0.03,0.04,0.05,-0.05,0.05,0.00,-0.01,-0.03,0.10,-0.04,0.05,-0.05,-0.09,-0.03,0.01,0.11,0.15,0.06,-0.01,-0.12,0.04,-0.16,0.02,-0.06,-0.06,0.03,0.09,-0.09,-0.06,0.01,
735.00,-0.02,0.11,0.01,0.08,-0.00,0.04,0.04,0.10,0.08,-0.03,-0.02,0.01,0.03,0.07,0.01,0.08,0.03,0.00,0.12,0.09,0.01,0.01,0.12,-0.05,-0.07,0.08,-0.01,-0.00,0.01,-0.18,-0.02,0.05,0.05,-0.07,0.04,0.05,-0.04,-0.09,0.07,0.00,0.07,-0.05,-0.10,-0.07,0.04,0.08,0.12,0.09,-0.01,-0.07,0.05,-0.14,0.07,-0.08,-0.03,0.03,0.07,-0.10,-0.03,0.01,
736.00,-0.10,0.11,0.01,0.00,0.01,0.02,-0.01,0.08,0.05,-0.06,-0.04,0.01,-0.07,0.04,0.03,0.04,-0.08,0.02,0.13,0.10,0.04,-0.02,0.10,-0.00,-0.08,0.06,-0.04,0.01,0.06,-0.12,-0.05,0.12,0.06,-0.07,0.05,0.05,-0.13,-0.07,0.11,0.04,-0.03,-0.10,-0.14,-0.05,-0.06,0.00,0.13,0.04,-0.01,0.03,0.09,-0.10,0.08,-0.11,-0.06,0.04,0.02,-0.14,-0.01,-0.04,
737.00,-0.09,0.13,-0.01,0.01,-0.01,0.08,-0.04,0.09,0.02,-0.05,-0.03,-0.01,-0.03,-0.01,-0.01,0.02,-0.07,-0.03,0.10,0.16,0.07,-0.04,0.15,-0.04,-0.08,0.07,-0.04,0.07,0.10,-0.06,-0.01,0.13,0.06,-0.06,0.07,0.04,-0.12,-0.12,0.07,0.07,-0.07,-0.08,-0.14,-0.01,-0.16,0.00,0.11,0.04,-0.06,0.05,0.08,-0.08,0.07,-0.07,-0.00,0.01,0.04,-0.15,-0.04,0.07,
738.00,-0.10,0.14,0.00,0.02,0.03,0.12,-0.06,0.05,-0.04,-0.04,0.01,-0.00,-0.06,-0.07,0.01,0.01,-0.10,-0.04,0.06,0.17,-0.01,-0.06,0.04,-0.05,-0.10,0.06,-0.05,0.05,0.14,-0.04,0.02,0.08,0.02,-0.05,0.04,0.04,-0.11,-0.14,-0.01,0.10,-0.06,-0.12,-0.12,0.00,-0.15,0.01,0.12,0.00,-0.07,0.07,0.01,-0.02,0.07,-0.00,0.02,0.04,0.02,-0.14,-0.02,0.09,
739.00,-0.09,0.06,0.03,-0.04,0.05,0.08,-0.07,-0.04,-0.04,-0.01,0.06,-0.02,-0.05,-0.09,-0.02,0.00,-0.06,-0.02,0.03,0.10,-0.02,-0.10,0.01,-0.04,-0.04,0.01,-0.07,0.03,0.14,-0.00,0.06,0.09,0.07,-0.02,0.02,0.00,-0.04,-0.10,0.02,0.14,-0.07,-0.17,-0.03,0.03,-0.15,-0.01,0.06,0.01,-0.06,0.08,-0.01,0.06,0.10,0.08,-0.00,0.06,0.00,-0.16,0.04,0.09,
740.00,0.02,-0.05,0.01,-0.04,0.05,0.00,-0.12,-0.15,-0.01,-0.08,0.04,-0.03,-0.01,-0.06,-0.02,0.01,-0.03,-0.01,0.03,0.07,-0.10,-0.12,0.01,-0.04,-0.07,0.02,-0.07,0.03,0.09,0.02,0.11,0.06,0.06,0.01,0.08,-0.04,-0.04,-0.11,0.04,0.19,-0.06,-0.16,-0.07,0.10,-0.13,0.03,0.07,0.05,-0.12,-0.00,-0.01,0.09,0.08,0.10,-0.03,0.09,-0.05,-0.14,0.06,0.07,
741.00,0.07,-0.10,-0.01,-0.05,0.04,0.02,-0.13,-0.11,0.04,-0.04,-0.04,-0.03,-0.01,-0.06,-0.08,0.00,-0.03,-0.04,0.01,-0.03,-0.09,-0.12,0.03,-0.06,-0.13,0.06,-0.03,0.12,0.09,0.04,0.09,0.00,0.02,-0.05,0.11,-0.07,0.04,-0.11,-0.03,0.20,0.02,-0.14,0.00,0.14,-0.08,0.04,0.05,0.06,-0.09,-0.04,-0.01,0.06,0.02,0.12,-0.00,0.11,-0.05,-0.09,0.05,0.04,
742.00,0.05,-0.11,0.02,-0.03,0.00,0.03,-0.13,-0.06,0.02,-0.00,-0.03,0.08,0.02,0.03,-0.01,-0.03,-0.04,-0.07,-0.01,-0.05,-0.13,-0.06,0.04,-0.05,-0.15,0.03,-0.06,0.08,0.05,0.03,0.06,-0.04,-0.06,-0.05,0.01,-0.08,0.10,-0.08,-0.03,0.10,0.04,-0.09,0.01,0.20,-0.05,-0.01,0.07,0.04,-0.01,-0.07,0.04,0.09,-0.03,0.10,-0.01,0.04,-0.07,-0.07,0.04,-0.08,
